"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","count","cnt","type"
"682",682,"2012-11-12","fall",1,11,1,"Mon",0,1,0.485,0.475383,0.741667,0.173517,1097,6269,"casual"
"683",683,"2012-11-13","fall",1,11,0,"Tues",1,2,0.343333,0.323225,0.662917,0.342046,327,4094,"casual"
"684",684,"2012-11-14","fall",1,11,0,"Wed",1,1,0.289167,0.281563,0.552083,0.199625,373,5495,"casual"
"685",685,"2012-11-15","fall",1,11,0,"Thu",1,2,0.321667,0.324492,0.620417,0.152987,320,5445,"casual"
"686",686,"2012-11-16","fall",1,11,0,"Fri",1,1,0.345,0.347204,0.524583,0.171025,484,5698,"casual"
"687",687,"2012-11-17","fall",1,11,0,"Sat",0,1,0.325,0.326383,0.545417,0.179729,1313,5629,"casual"
"688",688,"2012-11-18","fall",1,11,0,"Sun",0,1,0.3425,0.337746,0.692917,0.227612,922,4669,"casual"
"689",689,"2012-11-19","fall",1,11,0,"Mon",1,2,0.380833,0.375621,0.623333,0.235067,449,5499,"casual"
"690",690,"2012-11-20","fall",1,11,0,"Tues",1,2,0.374167,0.380667,0.685,0.082725,534,5634,"casual"
"691",691,"2012-11-21","fall",1,11,0,"Wed",1,1,0.353333,0.364892,0.61375,0.103246,615,5146,"casual"
"692",692,"2012-11-22","fall",1,11,1,"Thu",0,1,0.34,0.350371,0.580417,0.0528708,955,2425,"casual"
"693",693,"2012-11-23","fall",1,11,0,"Fri",1,1,0.368333,0.378779,0.56875,0.148021,1603,3910,"casual"
"694",694,"2012-11-24","fall",1,11,0,"Sat",0,1,0.278333,0.248742,0.404583,0.376871,532,2277,"casual"
"695",695,"2012-11-25","fall",1,11,0,"Sun",0,1,0.245833,0.257583,0.468333,0.1505,309,2424,"casual"
"696",696,"2012-11-26","fall",1,11,0,"Mon",1,1,0.313333,0.339004,0.535417,0.04665,337,5087,"casual"
"697",697,"2012-11-27","fall",1,11,0,"Tues",1,2,0.291667,0.281558,0.786667,0.237562,123,3959,"casual"
"698",698,"2012-11-28","fall",1,11,0,"Wed",1,1,0.296667,0.289762,0.50625,0.210821,198,5260,"casual"
"699",699,"2012-11-29","fall",1,11,0,"Thu",1,1,0.28087,0.298422,0.555652,0.115522,243,5323,"casual"
"700",700,"2012-11-30","fall",1,11,0,"Fri",1,1,0.298333,0.323867,0.649583,0.0584708,362,5668,"casual"
"701",701,"2012-12-01","fall",1,12,0,"Sat",0,2,0.298333,0.316904,0.806667,0.0597042,951,5191,"casual"
"702",702,"2012-12-02","fall",1,12,0,"Sun",0,2,0.3475,0.359208,0.823333,0.124379,892,4649,"casual"
"703",703,"2012-12-03","fall",1,12,0,"Mon",1,1,0.4525,0.455796,0.7675,0.0827208,555,6234,"casual"
"704",704,"2012-12-04","fall",1,12,0,"Tues",1,1,0.475833,0.469054,0.73375,0.174129,551,6606,"casual"
"705",705,"2012-12-05","fall",1,12,0,"Wed",1,1,0.438333,0.428012,0.485,0.324021,331,5729,"casual"
"706",706,"2012-12-06","fall",1,12,0,"Thu",1,1,0.255833,0.258204,0.50875,0.174754,340,5375,"casual"
"707",707,"2012-12-07","fall",1,12,0,"Fri",1,2,0.320833,0.321958,0.764167,0.1306,349,5008,"casual"
"708",708,"2012-12-08","fall",1,12,0,"Sat",0,2,0.381667,0.389508,0.91125,0.101379,1153,5582,"casual"
"709",709,"2012-12-09","fall",1,12,0,"Sun",0,2,0.384167,0.390146,0.905417,0.157975,441,3228,"casual"
"710",710,"2012-12-10","fall",1,12,0,"Mon",1,2,0.435833,0.435575,0.925,0.190308,329,5170,"casual"
"711",711,"2012-12-11","fall",1,12,0,"Tues",1,2,0.353333,0.338363,0.596667,0.296037,282,5501,"casual"
"712",712,"2012-12-12","fall",1,12,0,"Wed",1,2,0.2975,0.297338,0.538333,0.162937,310,5319,"casual"
"713",713,"2012-12-13","fall",1,12,0,"Thu",1,1,0.295833,0.294188,0.485833,0.174129,425,5532,"casual"
"714",714,"2012-12-14","fall",1,12,0,"Fri",1,1,0.281667,0.294192,0.642917,0.131229,429,5611,"casual"
"715",715,"2012-12-15","fall",1,12,0,"Sat",0,1,0.324167,0.338383,0.650417,0.10635,767,5047,"casual"
"716",716,"2012-12-16","fall",1,12,0,"Sun",0,2,0.3625,0.369938,0.83875,0.100742,538,3786,"casual"
"717",717,"2012-12-17","fall",1,12,0,"Mon",1,2,0.393333,0.4015,0.907083,0.0982583,212,4585,"casual"
"718",718,"2012-12-18","fall",1,12,0,"Tues",1,1,0.410833,0.409708,0.66625,0.221404,433,5557,"casual"
"719",719,"2012-12-19","fall",1,12,0,"Wed",1,1,0.3325,0.342162,0.625417,0.184092,333,5267,"casual"
"720",720,"2012-12-20","fall",1,12,0,"Thu",1,2,0.33,0.335217,0.667917,0.132463,314,4128,"casual"
"721",721,"2012-12-21","winter",1,12,0,"Fri",1,2,0.326667,0.301767,0.556667,0.374383,221,3623,"casual"
"722",722,"2012-12-22","winter",1,12,0,"Sat",0,1,0.265833,0.236113,0.44125,0.407346,205,1749,"casual"
"723",723,"2012-12-23","winter",1,12,0,"Sun",0,1,0.245833,0.259471,0.515417,0.133083,408,1787,"casual"
"724",724,"2012-12-24","winter",1,12,0,"Mon",1,2,0.231304,0.2589,0.791304,0.0772304,174,920,"casual"
"725",725,"2012-12-25","winter",1,12,1,"Tues",0,2,0.291304,0.294465,0.734783,0.168726,440,1013,"casual"
"726",726,"2012-12-26","winter",1,12,0,"Wed",1,3,0.243333,0.220333,0.823333,0.316546,9,441,"casual"
"727",727,"2012-12-27","winter",1,12,0,"Thu",1,2,0.254167,0.226642,0.652917,0.350133,247,2114,"casual"
"728",728,"2012-12-28","winter",1,12,0,"Fri",1,2,0.253333,0.255046,0.59,0.155471,644,3095,"casual"
"729",729,"2012-12-29","winter",1,12,0,"Sat",0,2,0.253333,0.2424,0.752917,0.124383,159,1341,"casual"
"730",730,"2012-12-30","winter",1,12,0,"Sun",0,1,0.255833,0.2317,0.483333,0.350754,364,1796,"casual"
"731",731,"2012-12-31","winter",1,12,0,"Mon",1,2,0.215833,0.223487,0.5775,0.154846,439,2729,"casual"
"732",1,"2011-01-01","winter",0,1,0,"Sat",0,2,0.344167,0.363625,0.805833,0.160446,654,985,"registered"
"733",2,"2011-01-02","winter",0,1,0,"Sun",0,2,0.363478,0.353739,0.696087,0.248539,670,801,"registered"
"734",3,"2011-01-03","winter",0,1,0,"Mon",1,1,0.196364,0.189405,0.437273,0.248309,1229,1349,"registered"
"735",4,"2011-01-04","winter",0,1,0,"Tues",1,1,0.2,0.212122,0.590435,0.160296,1454,1562,"registered"
"736",5,"2011-01-05","winter",0,1,0,"Wed",1,1,0.226957,0.22927,0.436957,0.1869,1518,1600,"registered"
"737",6,"2011-01-06","winter",0,1,0,"Thu",1,1,0.204348,0.233209,0.518261,0.0895652,1518,1606,"registered"
"738",7,"2011-01-07","winter",0,1,0,"Fri",1,2,0.196522,0.208839,0.498696,0.168726,1362,1510,"registered"
"739",8,"2011-01-08","winter",0,1,0,"Sat",0,2,0.165,0.162254,0.535833,0.266804,891,959,"registered"
"740",9,"2011-01-09","winter",0,1,0,"Sun",0,1,0.138333,0.116175,0.434167,0.36195,768,822,"registered"
"741",10,"2011-01-10","winter",0,1,0,"Mon",1,1,0.150833,0.150888,0.482917,0.223267,1280,1321,"registered"
"742",11,"2011-01-11","winter",0,1,0,"Tues",1,2,0.169091,0.191464,0.686364,0.122132,1220,1263,"registered"
"743",12,"2011-01-12","winter",0,1,0,"Wed",1,1,0.172727,0.160473,0.599545,0.304627,1137,1162,"registered"
"744",13,"2011-01-13","winter",0,1,0,"Thu",1,1,0.165,0.150883,0.470417,0.301,1368,1406,"registered"
"745",14,"2011-01-14","winter",0,1,0,"Fri",1,1,0.16087,0.188413,0.537826,0.126548,1367,1421,"registered"
"746",15,"2011-01-15","winter",0,1,0,"Sat",0,2,0.233333,0.248112,0.49875,0.157963,1026,1248,"registered"
"747",16,"2011-01-16","winter",0,1,0,"Sun",0,1,0.231667,0.234217,0.48375,0.188433,953,1204,"registered"
"748",17,"2011-01-17","winter",0,1,1,"Mon",0,2,0.175833,0.176771,0.5375,0.194017,883,1000,"registered"
"749",18,"2011-01-18","winter",0,1,0,"Tues",1,2,0.216667,0.232333,0.861667,0.146775,674,683,"registered"
"750",19,"2011-01-19","winter",0,1,0,"Wed",1,2,0.292174,0.298422,0.741739,0.208317,1572,1650,"registered"
"751",20,"2011-01-20","winter",0,1,0,"Thu",1,2,0.261667,0.25505,0.538333,0.195904,1844,1927,"registered"
"752",21,"2011-01-21","winter",0,1,0,"Fri",1,1,0.1775,0.157833,0.457083,0.353242,1468,1543,"registered"
"753",22,"2011-01-22","winter",0,1,0,"Sat",0,1,0.0591304,0.0790696,0.4,0.17197,888,981,"registered"
"754",23,"2011-01-23","winter",0,1,0,"Sun",0,1,0.0965217,0.0988391,0.436522,0.2466,836,986,"registered"
"755",24,"2011-01-24","winter",0,1,0,"Mon",1,1,0.0973913,0.11793,0.491739,0.15833,1330,1416,"registered"
"756",25,"2011-01-25","winter",0,1,0,"Tues",1,2,0.223478,0.234526,0.616957,0.129796,1799,1985,"registered"
"757",26,"2011-01-26","winter",0,1,0,"Wed",1,3,0.2175,0.2036,0.8625,0.29385,472,506,"registered"
"758",27,"2011-01-27","winter",0,1,0,"Thu",1,1,0.195,0.2197,0.6875,0.113837,416,431,"registered"
"759",28,"2011-01-28","winter",0,1,0,"Fri",1,2,0.203478,0.223317,0.793043,0.1233,1129,1167,"registered"
"760",29,"2011-01-29","winter",0,1,0,"Sat",0,1,0.196522,0.212126,0.651739,0.145365,975,1098,"registered"
"761",30,"2011-01-30","winter",0,1,0,"Sun",0,1,0.216522,0.250322,0.722174,0.0739826,956,1096,"registered"
"762",31,"2011-01-31","winter",0,1,0,"Mon",1,2,0.180833,0.18625,0.60375,0.187192,1459,1501,"registered"
"763",32,"2011-02-01","winter",0,2,0,"Tues",1,2,0.192174,0.23453,0.829565,0.053213,1313,1360,"registered"
"764",33,"2011-02-02","winter",0,2,0,"Wed",1,2,0.26,0.254417,0.775417,0.264308,1454,1526,"registered"
"765",34,"2011-02-03","winter",0,2,0,"Thu",1,1,0.186957,0.177878,0.437826,0.277752,1489,1550,"registered"
"766",35,"2011-02-04","winter",0,2,0,"Fri",1,2,0.211304,0.228587,0.585217,0.127839,1620,1708,"registered"
"767",36,"2011-02-05","winter",0,2,0,"Sat",0,2,0.233333,0.243058,0.929167,0.161079,905,1005,"registered"
"768",37,"2011-02-06","winter",0,2,0,"Sun",0,1,0.285833,0.291671,0.568333,0.1418,1269,1623,"registered"
"769",38,"2011-02-07","winter",0,2,0,"Mon",1,1,0.271667,0.303658,0.738333,0.0454083,1592,1712,"registered"
"770",39,"2011-02-08","winter",0,2,0,"Tues",1,1,0.220833,0.198246,0.537917,0.36195,1466,1530,"registered"
"771",40,"2011-02-09","winter",0,2,0,"Wed",1,2,0.134783,0.144283,0.494783,0.188839,1552,1605,"registered"
"772",41,"2011-02-10","winter",0,2,0,"Thu",1,1,0.144348,0.149548,0.437391,0.221935,1491,1538,"registered"
"773",42,"2011-02-11","winter",0,2,0,"Fri",1,1,0.189091,0.213509,0.506364,0.10855,1597,1746,"registered"
"774",43,"2011-02-12","winter",0,2,0,"Sat",0,1,0.2225,0.232954,0.544167,0.203367,1184,1472,"registered"
"775",44,"2011-02-13","winter",0,2,0,"Sun",0,1,0.316522,0.324113,0.457391,0.260883,1192,1589,"registered"
"776",45,"2011-02-14","winter",0,2,0,"Mon",1,1,0.415,0.39835,0.375833,0.417908,1705,1913,"registered"
"777",46,"2011-02-15","winter",0,2,0,"Tues",1,1,0.266087,0.254274,0.314348,0.291374,1675,1815,"registered"
"778",47,"2011-02-16","winter",0,2,0,"Wed",1,1,0.318261,0.3162,0.423478,0.251791,1897,2115,"registered"
"779",48,"2011-02-17","winter",0,2,0,"Thu",1,1,0.435833,0.428658,0.505,0.230104,2216,2475,"registered"
"780",49,"2011-02-18","winter",0,2,0,"Fri",1,1,0.521667,0.511983,0.516667,0.264925,2348,2927,"registered"
"781",50,"2011-02-19","winter",0,2,0,"Sat",0,1,0.399167,0.391404,0.187917,0.507463,1103,1635,"registered"
"782",51,"2011-02-20","winter",0,2,0,"Sun",0,1,0.285217,0.27733,0.407826,0.223235,1173,1812,"registered"
"783",52,"2011-02-21","winter",0,2,1,"Mon",0,2,0.303333,0.284075,0.605,0.307846,912,1107,"registered"
"784",53,"2011-02-22","winter",0,2,0,"Tues",1,1,0.182222,0.186033,0.577778,0.195683,1376,1450,"registered"
"785",54,"2011-02-23","winter",0,2,0,"Wed",1,1,0.221739,0.245717,0.423043,0.094113,1778,1917,"registered"
"786",55,"2011-02-24","winter",0,2,0,"Thu",1,2,0.295652,0.289191,0.697391,0.250496,1707,1807,"registered"
"787",56,"2011-02-25","winter",0,2,0,"Fri",1,2,0.364348,0.350461,0.712174,0.346539,1341,1461,"registered"
"788",57,"2011-02-26","winter",0,2,0,"Sat",0,1,0.2825,0.282192,0.537917,0.186571,1545,1969,"registered"
"789",58,"2011-02-27","winter",0,2,0,"Sun",0,1,0.343478,0.351109,0.68,0.125248,1708,2402,"registered"
"790",59,"2011-02-28","winter",0,2,0,"Mon",1,2,0.407273,0.400118,0.876364,0.289686,1365,1446,"registered"
"791",60,"2011-03-01","winter",0,3,0,"Tues",1,1,0.266667,0.263879,0.535,0.216425,1714,1851,"registered"
"792",61,"2011-03-02","winter",0,3,0,"Wed",1,1,0.335,0.320071,0.449583,0.307833,1903,2134,"registered"
"793",62,"2011-03-03","winter",0,3,0,"Thu",1,1,0.198333,0.200133,0.318333,0.225754,1562,1685,"registered"
"794",63,"2011-03-04","winter",0,3,0,"Fri",1,2,0.261667,0.255679,0.610417,0.203346,1730,1944,"registered"
"795",64,"2011-03-05","winter",0,3,0,"Sat",0,2,0.384167,0.378779,0.789167,0.251871,1437,2077,"registered"
"796",65,"2011-03-06","winter",0,3,0,"Sun",0,2,0.376522,0.366252,0.948261,0.343287,491,605,"registered"
"797",66,"2011-03-07","winter",0,3,0,"Mon",1,1,0.261739,0.238461,0.551304,0.341352,1628,1872,"registered"
"798",67,"2011-03-08","winter",0,3,0,"Tues",1,1,0.2925,0.3024,0.420833,0.12065,1817,2133,"registered"
"799",68,"2011-03-09","winter",0,3,0,"Wed",1,2,0.295833,0.286608,0.775417,0.22015,1700,1891,"registered"
"800",69,"2011-03-10","winter",0,3,0,"Thu",1,3,0.389091,0.385668,0,0.261877,577,623,"registered"
"801",70,"2011-03-11","winter",0,3,0,"Fri",1,2,0.316522,0.305,0.649565,0.23297,1730,1977,"registered"
"802",71,"2011-03-12","winter",0,3,0,"Sat",0,1,0.329167,0.32575,0.594583,0.220775,1408,2132,"registered"
"803",72,"2011-03-13","winter",0,3,0,"Sun",0,1,0.384348,0.380091,0.527391,0.270604,1435,2417,"registered"
"804",73,"2011-03-14","winter",0,3,0,"Mon",1,1,0.325217,0.332,0.496957,0.136926,1687,2046,"registered"
"805",74,"2011-03-15","winter",0,3,0,"Tues",1,2,0.317391,0.318178,0.655652,0.184309,1767,2056,"registered"
"806",75,"2011-03-16","winter",0,3,0,"Wed",1,2,0.365217,0.36693,0.776522,0.203117,1871,2192,"registered"
"807",76,"2011-03-17","winter",0,3,0,"Thu",1,1,0.415,0.410333,0.602917,0.209579,2320,2744,"registered"
"808",77,"2011-03-18","winter",0,3,0,"Fri",1,1,0.54,0.527009,0.525217,0.231017,2355,3239,"registered"
"809",78,"2011-03-19","winter",0,3,0,"Sat",0,1,0.4725,0.466525,0.379167,0.368167,1693,3117,"registered"
"810",79,"2011-03-20","winter",0,3,0,"Sun",0,1,0.3325,0.32575,0.47375,0.207721,1424,2471,"registered"
"811",80,"2011-03-21","spring",0,3,0,"Mon",1,2,0.430435,0.409735,0.737391,0.288783,1676,2077,"registered"
"812",81,"2011-03-22","spring",0,3,0,"Tues",1,1,0.441667,0.440642,0.624583,0.22575,2243,2703,"registered"
"813",82,"2011-03-23","spring",0,3,0,"Wed",1,2,0.346957,0.337939,0.839565,0.234261,1918,2121,"registered"
"814",83,"2011-03-24","spring",0,3,0,"Thu",1,2,0.285,0.270833,0.805833,0.243787,1699,1865,"registered"
"815",84,"2011-03-25","spring",0,3,0,"Fri",1,1,0.264167,0.256312,0.495,0.230725,1910,2210,"registered"
"816",85,"2011-03-26","spring",0,3,0,"Sat",0,1,0.265833,0.257571,0.394167,0.209571,1515,2496,"registered"
"817",86,"2011-03-27","spring",0,3,0,"Sun",0,2,0.253043,0.250339,0.493913,0.1843,1221,1693,"registered"
"818",87,"2011-03-28","spring",0,3,0,"Mon",1,1,0.264348,0.257574,0.302174,0.212204,1806,2028,"registered"
"819",88,"2011-03-29","spring",0,3,0,"Tues",1,1,0.3025,0.292908,0.314167,0.226996,2108,2425,"registered"
"820",89,"2011-03-30","spring",0,3,0,"Wed",1,2,0.3,0.29735,0.646667,0.172888,1368,1536,"registered"
"821",90,"2011-03-31","spring",0,3,0,"Thu",1,3,0.268333,0.257575,0.918333,0.217646,1506,1685,"registered"
"822",91,"2011-04-01","spring",0,4,0,"Fri",1,2,0.3,0.283454,0.68625,0.258708,1920,2227,"registered"
"823",92,"2011-04-02","spring",0,4,0,"Sat",0,2,0.315,0.315637,0.65375,0.197146,1354,2252,"registered"
"824",93,"2011-04-03","spring",0,4,0,"Sun",0,1,0.378333,0.378767,0.48,0.182213,1598,3249,"registered"
"825",94,"2011-04-04","spring",0,4,0,"Mon",1,1,0.573333,0.542929,0.42625,0.385571,2381,3115,"registered"
"826",95,"2011-04-05","spring",0,4,0,"Tues",1,2,0.414167,0.39835,0.642083,0.388067,1628,1795,"registered"
"827",96,"2011-04-06","spring",0,4,0,"Wed",1,1,0.390833,0.387608,0.470833,0.263063,2395,2808,"registered"
"828",97,"2011-04-07","spring",0,4,0,"Thu",1,1,0.4375,0.433696,0.602917,0.162312,2570,3141,"registered"
"829",98,"2011-04-08","spring",0,4,0,"Fri",1,2,0.335833,0.324479,0.83625,0.226992,1299,1471,"registered"
"830",99,"2011-04-09","spring",0,4,0,"Sat",0,2,0.3425,0.341529,0.8775,0.133083,1576,2455,"registered"
"831",100,"2011-04-10","spring",0,4,0,"Sun",0,2,0.426667,0.426737,0.8575,0.146767,1707,2895,"registered"
"832",101,"2011-04-11","spring",0,4,0,"Mon",1,2,0.595652,0.565217,0.716956,0.324474,2493,3348,"registered"
"833",102,"2011-04-12","spring",0,4,0,"Tues",1,2,0.5025,0.493054,0.739167,0.274879,1777,2034,"registered"
"834",103,"2011-04-13","spring",0,4,0,"Wed",1,2,0.4125,0.417283,0.819167,0.250617,1953,2162,"registered"
"835",104,"2011-04-14","spring",0,4,0,"Thu",1,1,0.4675,0.462742,0.540417,0.1107,2738,3267,"registered"
"836",105,"2011-04-15","spring",0,4,1,"Fri",0,1,0.446667,0.441913,0.67125,0.226375,2484,3126,"registered"
"837",106,"2011-04-16","spring",0,4,0,"Sat",0,3,0.430833,0.425492,0.888333,0.340808,674,795,"registered"
"838",107,"2011-04-17","spring",0,4,0,"Sun",0,1,0.456667,0.445696,0.479583,0.303496,2186,3744,"registered"
"839",108,"2011-04-18","spring",0,4,0,"Mon",1,1,0.5125,0.503146,0.5425,0.163567,2760,3429,"registered"
"840",109,"2011-04-19","spring",0,4,0,"Tues",1,2,0.505833,0.489258,0.665833,0.157971,2795,3204,"registered"
"841",110,"2011-04-20","spring",0,4,0,"Wed",1,1,0.595,0.564392,0.614167,0.241925,3331,3944,"registered"
"842",111,"2011-04-21","spring",0,4,0,"Thu",1,1,0.459167,0.453892,0.407083,0.325258,3444,4189,"registered"
"843",112,"2011-04-22","spring",0,4,0,"Fri",1,2,0.336667,0.321954,0.729583,0.219521,1506,1683,"registered"
"844",113,"2011-04-23","spring",0,4,0,"Sat",0,2,0.46,0.450121,0.887917,0.230725,2574,4036,"registered"
"845",114,"2011-04-24","spring",0,4,0,"Sun",0,2,0.581667,0.551763,0.810833,0.192175,2481,4191,"registered"
"846",115,"2011-04-25","spring",0,4,0,"Mon",1,1,0.606667,0.5745,0.776667,0.185333,3300,4073,"registered"
"847",116,"2011-04-26","spring",0,4,0,"Tues",1,1,0.631667,0.594083,0.729167,0.3265,3722,4400,"registered"
"848",117,"2011-04-27","spring",0,4,0,"Wed",1,2,0.62,0.575142,0.835417,0.3122,3325,3872,"registered"
"849",118,"2011-04-28","spring",0,4,0,"Thu",1,2,0.6175,0.578929,0.700833,0.320908,3489,4058,"registered"
"850",119,"2011-04-29","spring",0,4,0,"Fri",1,1,0.51,0.497463,0.457083,0.240063,3717,4595,"registered"
"851",120,"2011-04-30","spring",0,4,0,"Sat",0,1,0.4725,0.464021,0.503333,0.235075,3347,5312,"registered"
"852",121,"2011-05-01","spring",0,5,0,"Sun",0,2,0.451667,0.448204,0.762083,0.106354,2213,3351,"registered"
"853",122,"2011-05-02","spring",0,5,0,"Mon",1,2,0.549167,0.532833,0.73,0.183454,3554,4401,"registered"
"854",123,"2011-05-03","spring",0,5,0,"Tues",1,2,0.616667,0.582079,0.697083,0.342667,3848,4451,"registered"
"855",124,"2011-05-04","spring",0,5,0,"Wed",1,2,0.414167,0.40465,0.737083,0.328996,2378,2633,"registered"
"856",125,"2011-05-05","spring",0,5,0,"Thu",1,1,0.459167,0.441917,0.444167,0.295392,3819,4433,"registered"
"857",126,"2011-05-06","spring",0,5,0,"Fri",1,1,0.479167,0.474117,0.59,0.228246,3714,4608,"registered"
"858",127,"2011-05-07","spring",0,5,0,"Sat",0,1,0.52,0.512621,0.54125,0.16045,3102,4714,"registered"
"859",128,"2011-05-08","spring",0,5,0,"Sun",0,1,0.528333,0.518933,0.631667,0.0746375,2932,4333,"registered"
"860",129,"2011-05-09","spring",0,5,0,"Mon",1,1,0.5325,0.525246,0.58875,0.176,3698,4362,"registered"
"861",130,"2011-05-10","spring",0,5,0,"Tues",1,1,0.5325,0.522721,0.489167,0.115671,4109,4803,"registered"
"862",131,"2011-05-11","spring",0,5,0,"Wed",1,1,0.5425,0.5284,0.632917,0.120642,3632,4182,"registered"
"863",132,"2011-05-12","spring",0,5,0,"Thu",1,1,0.535,0.523363,0.7475,0.189667,4169,4864,"registered"
"864",133,"2011-05-13","spring",0,5,0,"Fri",1,2,0.5125,0.4943,0.863333,0.179725,3413,4105,"registered"
"865",134,"2011-05-14","spring",0,5,0,"Sat",0,2,0.520833,0.500629,0.9225,0.13495,2507,3409,"registered"
"866",135,"2011-05-15","spring",0,5,0,"Sun",0,2,0.5625,0.536,0.867083,0.152979,2971,4553,"registered"
"867",136,"2011-05-16","spring",0,5,0,"Mon",1,1,0.5775,0.550512,0.787917,0.126871,3185,3958,"registered"
"868",137,"2011-05-17","spring",0,5,0,"Tues",1,2,0.561667,0.538529,0.837917,0.277354,3445,4123,"registered"
"869",138,"2011-05-18","spring",0,5,0,"Wed",1,2,0.55,0.527158,0.87,0.201492,3319,3855,"registered"
"870",139,"2011-05-19","spring",0,5,0,"Thu",1,2,0.530833,0.510742,0.829583,0.108213,3840,4575,"registered"
"871",140,"2011-05-20","spring",0,5,0,"Fri",1,1,0.536667,0.529042,0.719583,0.125013,4008,4917,"registered"
"872",141,"2011-05-21","spring",0,5,0,"Sat",0,1,0.6025,0.571975,0.626667,0.12065,3547,5805,"registered"
"873",142,"2011-05-22","spring",0,5,0,"Sun",0,1,0.604167,0.5745,0.749583,0.148008,3084,4660,"registered"
"874",143,"2011-05-23","spring",0,5,0,"Mon",1,2,0.631667,0.590296,0.81,0.233842,3438,4274,"registered"
"875",144,"2011-05-24","spring",0,5,0,"Tues",1,2,0.66,0.604813,0.740833,0.207092,3833,4492,"registered"
"876",145,"2011-05-25","spring",0,5,0,"Wed",1,1,0.660833,0.615542,0.69625,0.154233,4238,4978,"registered"
"877",146,"2011-05-26","spring",0,5,0,"Thu",1,1,0.708333,0.654688,0.6775,0.199642,3919,4677,"registered"
"878",147,"2011-05-27","spring",0,5,0,"Fri",1,1,0.681667,0.637008,0.65375,0.240679,3808,4679,"registered"
"879",148,"2011-05-28","spring",0,5,0,"Sat",0,1,0.655833,0.612379,0.729583,0.230092,2757,4758,"registered"
"880",149,"2011-05-29","spring",0,5,0,"Sun",0,1,0.6675,0.61555,0.81875,0.213938,2433,4788,"registered"
"881",150,"2011-05-30","spring",0,5,1,"Mon",0,1,0.733333,0.671092,0.685,0.131225,2549,4098,"registered"
"882",151,"2011-05-31","spring",0,5,0,"Tues",1,1,0.775,0.725383,0.636667,0.111329,3309,3982,"registered"
"883",152,"2011-06-01","spring",0,6,0,"Wed",1,2,0.764167,0.720967,0.677083,0.207092,3461,3974,"registered"
"884",153,"2011-06-02","spring",0,6,0,"Thu",1,1,0.715,0.643942,0.305,0.292287,4232,4968,"registered"
"885",154,"2011-06-03","spring",0,6,0,"Fri",1,1,0.62,0.587133,0.354167,0.253121,4414,5312,"registered"
"886",155,"2011-06-04","spring",0,6,0,"Sat",0,1,0.635,0.594696,0.45625,0.123142,3473,5342,"registered"
"887",156,"2011-06-05","spring",0,6,0,"Sun",0,2,0.648333,0.616804,0.6525,0.138692,3221,4906,"registered"
"888",157,"2011-06-06","spring",0,6,0,"Mon",1,1,0.678333,0.621858,0.6,0.121896,3875,4548,"registered"
"889",158,"2011-06-07","spring",0,6,0,"Tues",1,1,0.7075,0.65595,0.597917,0.187808,4070,4833,"registered"
"890",159,"2011-06-08","spring",0,6,0,"Wed",1,1,0.775833,0.727279,0.622083,0.136817,3725,4401,"registered"
"891",160,"2011-06-09","spring",0,6,0,"Thu",1,2,0.808333,0.757579,0.568333,0.149883,3352,3915,"registered"
"892",161,"2011-06-10","spring",0,6,0,"Fri",1,1,0.755,0.703292,0.605,0.140554,3771,4586,"registered"
"893",162,"2011-06-11","spring",0,6,0,"Sat",0,1,0.725,0.678038,0.654583,0.15485,3237,4966,"registered"
"894",163,"2011-06-12","spring",0,6,0,"Sun",0,1,0.6925,0.643325,0.747917,0.163567,2993,4460,"registered"
"895",164,"2011-06-13","spring",0,6,0,"Mon",1,1,0.635,0.601654,0.494583,0.30535,4157,5020,"registered"
"896",165,"2011-06-14","spring",0,6,0,"Tues",1,1,0.604167,0.591546,0.507083,0.269283,4164,4891,"registered"
"897",166,"2011-06-15","spring",0,6,0,"Wed",1,1,0.626667,0.587754,0.471667,0.167912,4411,5180,"registered"
"898",167,"2011-06-16","spring",0,6,0,"Thu",1,2,0.628333,0.595346,0.688333,0.206471,3222,3767,"registered"
"899",168,"2011-06-17","spring",0,6,0,"Fri",1,1,0.649167,0.600383,0.735833,0.143029,3981,4844,"registered"
"900",169,"2011-06-18","spring",0,6,0,"Sat",0,1,0.696667,0.643954,0.670417,0.119408,3312,5119,"registered"
"901",170,"2011-06-19","spring",0,6,0,"Sun",0,2,0.699167,0.645846,0.666667,0.102,3105,4744,"registered"
"902",171,"2011-06-20","spring",0,6,0,"Mon",1,2,0.635,0.595346,0.74625,0.155475,3311,4010,"registered"
"903",172,"2011-06-21","summer",0,6,0,"Tues",1,2,0.680833,0.637646,0.770417,0.171025,4061,4835,"registered"
"904",173,"2011-06-22","summer",0,6,0,"Wed",1,1,0.733333,0.693829,0.7075,0.172262,3846,4507,"registered"
"905",174,"2011-06-23","summer",0,6,0,"Thu",1,2,0.728333,0.693833,0.703333,0.238804,4044,4790,"registered"
"906",175,"2011-06-24","summer",0,6,0,"Fri",1,1,0.724167,0.656583,0.573333,0.222025,4022,4991,"registered"
"907",176,"2011-06-25","summer",0,6,0,"Sat",0,1,0.695,0.643313,0.483333,0.209571,3420,5202,"registered"
